,X,Y,OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
151201,-118.41166667,37.1536111100001,151202,152661,FS-379718,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,48,,1400,BEAR,,,,,,2002,2002-07-17 17:00:00.0000000,199,10:40:00.0000000,1,Lightning,2002-07-18 00:00:00.0000000,199.0,15:20:00.0000000,0.1,A,37.15361111,-118.41166667,5,USFS,CA,,,
151202,-118.835,37.6447222200001,151203,152663,FS-379722,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,41,,1400,DOE,,,,,,2002,2002-07-16 17:00:00.0000000,198,17:45:00.0000000,1,Lightning,2002-07-17 00:00:00.0000000,198.0,19:15:00.0000000,0.1,A,37.64472222,-118.835,5,USFS,CA,,,
151203,-118.90194444,37.6966666700001,151204,152664,FS-379723,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,49,,1776,HOT CREEK,,,,,,2002,2002-07-23 17:00:00.0000000,205,17:00:00.0000000,4,Campfire,2002-07-24 00:00:00.0000000,205.0,21:31:00.0000000,0.2,A,37.69666667,-118.90194444,5,USFS,CA,,,
151204,-118.90361111,37.67305556,151205,152665,FS-379724,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,51,,1400,MATHIS,,,,,,2002,2002-07-19 17:00:00.0000000,201,09:50:00.0000000,1,Lightning,2002-07-20 00:00:00.0000000,201.0,17:15:00.0000000,0.1,A,37.67305556,-118.90361111,5,USFS,CA,,,
151205,-119.10833333,38.0405555600001,151206,152666,FS-379725,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,11,,,BLACK,,,,,,2002,2002-07-30 17:00:00.0000000,212,19:00:00.0000000,1,Lightning,2002-07-31 00:00:00.0000000,212.0,21:30:00.0000000,0.1,A,38.04055556,-119.10833333,5,USFS,CA,,,
151206,-118.98527778,37.8127777800001,151207,152667,FS-379726,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,14,,,FIRST,,,,,,2002,2002-06-20 17:00:00.0000000,172,17:00:00.0000000,1,Lightning,2002-06-21 00:00:00.0000000,172.0,18:30:00.0000000,0.1,A,37.81277778,-118.98527778,5,USFS,CA,,,
151207,-119.06861111,37.68305556,151208,152668,FS-379728,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,56,,1778,TRAIL,,,,,,2002,2002-08-11 17:00:00.0000000,224,12:00:00.0000000,3,Smoking,2002-08-12 00:00:00.0000000,224.0,13:00:00.0000000,0.1,A,37.68305556,-119.06861111,5,USFS,CA,,,
151208,-118.93527778,37.735,151209,152669,FS-379729,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,46,,1400,SPRINGS,,,,,,2002,2002-07-18 17:00:00.0000000,200,12:07:00.0000000,1,Lightning,2002-07-19 00:00:00.0000000,200.0,16:13:00.0000000,0.2,A,37.735,-118.93527778,5,USFS,CA,,,
151209,-118.85166667,37.69611111,151210,152670,FS-379730,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,43,,1400,SIPHON,,,,,,2002,2002-07-16 17:00:00.0000000,198,19:00:00.0000000,1,Lightning,2002-07-17 00:00:00.0000000,198.0,20:45:00.0000000,0.1,A,37.69611111,-118.85166667,5,USFS,CA,,,
151210,-118.86555556,37.70555556,151211,152671,FS-379731,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,42,,1400,JACKALOPE,,,,,,2002,2002-07-16 17:00:00.0000000,198,18:45:00.0000000,1,Lightning,2002-07-17 00:00:00.0000000,198.0,21:30:00.0000000,0.1,A,37.70555556,-118.86555556,5,USFS,CA,,,
151211,-119.28111111,37.6597222200001,151212,152672,FS-379732,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,52,,1400,CECILE,,,,,,2002,2002-07-28 17:00:00.0000000,210,07:00:00.0000000,1,Lightning,2002-07-30 00:00:00.0000000,211.0,13:15:00.0000000,0.5,B,37.65972222,-119.28111111,5,USFS,CA,,,
151212,-118.90166667,37.6022222200001,151213,152673,FS-379733,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,59,,1782,HONDA,,,,,,2002,2002-09-01 17:00:00.0000000,245,20:45:00.0000000,9,Miscellaneous,2002-09-02 00:00:00.0000000,245.0,21:30:00.0000000,0.1,A,37.60222222,-118.90166667,5,USFS,CA,,,
151213,-119.05388889,37.8019444400001,151214,152674,FS-379734,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,26,,,JUNCTION,,,,,,2002,2002-11-06 16:00:00.0000000,311,02:15:00.0000000,9,Miscellaneous,2002-11-07 00:00:00.0000000,311.0,06:10:00.0000000,1.0,B,37.80194444,-119.05388889,5,USFS,CA,,,
151214,-118.7975,37.78694444,151215,152675,FS-379735,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,57,,1779,PATRICIA,,,,,,2002,2002-08-10 17:00:00.0000000,223,16:33:00.0000000,9,Miscellaneous,2002-08-13 00:00:00.0000000,225.0,17:18:00.0000000,0.1,A,37.78694444,-118.7975,5,USFS,CA,,,
151215,-118.62027778,37.5105555600001,151216,152676,FS-379736,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,58,,1780,BRONCO,,,,,,2002,2002-08-14 17:00:00.0000000,227,18:33:00.0000000,2,Equipment Use,2002-08-15 00:00:00.0000000,227.0,19:48:00.0000000,0.1,A,37.51055556,-118.62027778,5,USFS,CA,,,
151216,-119.02111111,37.63416667,151217,152677,FS-379737,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,60,,1783,GUN MOUNT,,,,,,2002,2002-09-04 17:00:00.0000000,248,12:42:00.0000000,2,Equipment Use,2002-09-05 00:00:00.0000000,248.0,15:30:00.0000000,0.2,A,37.63416667,-119.02111111,5,USFS,CA,,,
151217,-119.26833333,37.96805556,151218,152678,FS-379739,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,24,,,ROOT,,,,,,2002,2002-08-31 17:00:00.0000000,244,17:15:00.0000000,1,Lightning,2002-09-01 00:00:00.0000000,244.0,20:30:00.0000000,0.1,A,37.96805556,-119.26833333,5,USFS,CA,,,
151218,-119.08472222,37.7752777800001,151219,152679,FS-379740,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,20,,,LAKE,,,,,,2002,2002-07-03 17:00:00.0000000,185,23:10:00.0000000,9,Miscellaneous,2002-07-04 00:00:00.0000000,185.0,23:45:00.0000000,0.1,A,37.77527778,-119.08472222,5,USFS,CA,,,
151219,-118.90277778,37.78472222,151220,152680,FS-379741,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,21,,,GRANT,,,,,,2002,2002-07-04 17:00:00.0000000,186,20:35:00.0000000,4,Campfire,2002-07-05 00:00:00.0000000,186.0,22:30:00.0000000,0.5,B,37.78472222,-118.90277778,5,USFS,CA,,,
151220,-119.01694444,37.6163888900001,151221,152682,FS-379743,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,62,,1785,DELL,,,,,,2002,2002-09-13 17:00:00.0000000,257,11:00:00.0000000,3,Smoking,2002-09-14 00:00:00.0000000,257.0,12:29:00.0000000,0.1,A,37.61638889,-119.01694444,5,USFS,CA,,,
151221,-119.00222222,37.65444444,151222,152683,FS-379744,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,64,,1787,SLEDZ,,,,,,2002,2002-09-15 17:00:00.0000000,259,13:20:00.0000000,9,Miscellaneous,2002-09-16 00:00:00.0000000,259.0,15:00:00.0000000,0.1,A,37.65444444,-119.00222222,5,USFS,CA,,,
151222,-118.36861111,37.05805556,151223,152684,FS-379745,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,25,,1774,FULLER,CA-INF-000726,Inyo Complex,CA3710411837420020711,INYO COMPLEX (FULLER),INYO COMPLEX,2002,2002-07-10 17:00:00.0000000,192,19:18:00.0000000,1,Lightning,2002-07-16 00:00:00.0000000,197.0,18:00:00.0000000,6400.0,G,37.05805556,-118.36861111,5,USFS,CA,,,
151227,-118.26111111,37.5241666700001,151228,152689,FS-379750,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,66,,1789,PAIUTE,CA-INF-1358,Paiute,,,,2002,2002-09-23 17:00:00.0000000,267,10:29:00.0000000,9,Miscellaneous,2002-10-02 00:00:00.0000000,275.0,18:00:00.0000000,391.0,E,37.52416667,-118.26111111,5,USFS,CA,,,
151370,-118.59555556,37.5155555600001,151371,152833,FS-379897,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,73,,1853,LAST,,,,,,2002,2002-12-02 16:00:00.0000000,337,16:26:00.0000000,2,Equipment Use,2002-12-03 00:00:00.0000000,337.0,16:49:00.0000000,0.1,A,37.51555556,-118.59555556,5,USFS,CA,,,
151522,-119.10166667,37.7988888900001,151523,152990,FS-380055,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,69,,,STABLES,,,,,,2002,2002-07-12 17:00:00.0000000,194,17:00:00.0000000,1,Lightning,2002-07-14 00:00:00.0000000,195.0,13:30:00.0000000,0.1,A,37.79888889,-119.10166667,5,USFS,CA,,,
151767,-119.06222222,37.9286111100001,151768,153244,FS-380324,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,37,,,PANUM,,,,,,2002,2002-07-12 17:00:00.0000000,194,12:20:00.0000000,1,Lightning,2002-07-13 00:00:00.0000000,194.0,12:40:00.0000000,0.1,A,37.92861111,-119.06222222,5,USFS,CA,,,
151856,-119.11611111,37.81388889,151857,153338,FS-380452,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,63,,,CROSS CREEK,,,,,,2002,2002-09-14 17:00:00.0000000,258,21:15:00.0000000,9,Miscellaneous,2002-09-15 00:00:00.0000000,258.0,23:15:00.0000000,0.1,A,37.81388889,-119.11611111,5,USFS,CA,,,
151857,-119.035,37.7752777800001,151858,153340,FS-380454,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,61,,,HARTLEY,,,,,,2002,2002-09-12 17:00:00.0000000,256,09:45:00.0000000,9,Miscellaneous,2002-09-13 00:00:00.0000000,256.0,15:34:00.0000000,0.3,B,37.77527778,-119.035,5,USFS,CA,,,
151858,-119.07027778,37.81027778,151859,153342,FS-380456,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,67,,,RANGE,,,,,,2002,2002-10-07 17:00:00.0000000,281,13:30:00.0000000,9,Miscellaneous,2002-10-08 00:00:00.0000000,281.0,18:00:00.0000000,0.7,B,37.81027778,-119.07027778,5,USFS,CA,,,
152770,-118.11694444,36.36527778,152771,154274,FS-381474,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,55,,,SOUTH FORK,,,,,,2002,2002-08-03 17:00:00.0000000,216,14:40:00.0000000,1,Lightning,2002-08-16 00:00:00.0000000,228.0,14:00:00.0000000,25.0,C,36.36527778,-118.11694444,5,USFS,CA,,,
152933,-118.54305556,37.8480555600001,152934,154440,FS-381662,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,44,,1400,BENTON,,,,,,2002,2002-07-17 17:00:00.0000000,199,11:25:00.0000000,1,Lightning,2002-07-18 00:00:00.0000000,199.0,17:00:00.0000000,0.1,A,37.84805556,-118.54305556,5,USFS,CA,,,
152934,-119.21472222,37.7505555600001,152935,154441,FS-381663,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,50,,1400,CREST,,,,,,2002,2002-07-24 17:00:00.0000000,206,14:55:00.0000000,1,Lightning,2002-07-25 00:00:00.0000000,206.0,22:00:00.0000000,0.1,A,37.75055556,-119.21472222,5,USFS,CA,,,
152935,-119.22388889,37.95222222,152936,154442,FS-381664,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,65,,,FORK FIRE,,,,,,2002,2002-09-18 17:00:00.0000000,262,14:15:00.0000000,9,Miscellaneous,2002-09-19 00:00:00.0000000,262.0,14:50:00.0000000,0.1,A,37.95222222,-119.22388889,5,USFS,CA,,,
152936,-118.54,37.88805556,152937,154443,FS-381665,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,45,,1400,BRAMLETTE,,,,,,2002,2002-07-17 17:00:00.0000000,199,11:25:00.0000000,1,Lightning,2002-07-18 00:00:00.0000000,199.0,14:25:00.0000000,0.1,A,37.88805556,-118.54,5,USFS,CA,,,
152984,-118.2525,36.5825000000001,152985,154493,FS-381729,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,47,,,PINYON,,,,,,2002,2002-07-22 17:00:00.0000000,204,08:00:00.0000000,9,Miscellaneous,2002-07-23 00:00:00.0000000,204.0,10:00:00.0000000,0.2,A,36.5825,-118.2525,5,USFS,CA,,,
155752,-118.89666667,37.7961111100001,155753,157293,FS-384946,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,9,,,WOLFGANG,,,,,,2003,2003-07-26 17:00:00.0000000,208,19:54:00.0000000,1,Lightning,2003-07-27 00:00:00.0000000,208.0,22:50:00.0000000,0.1,A,37.79611111,-118.89666667,5,USFS,CA,,,
155753,-118.65222222,37.8350000000001,155754,157294,FS-384947,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,5,,,SAWMILL,,,,,,2003,2003-06-07 17:00:00.0000000,159,17:45:00.0000000,1,Lightning,2003-06-08 00:00:00.0000000,159.0,19:25:00.0000000,0.1,A,37.835,-118.65222222,5,USFS,CA,,,
155754,-118.0025,36.91805556,155755,157295,FS-384948,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,6,,,SEEP HOLE,,,,,,2003,2003-06-10 17:00:00.0000000,162,15:45:00.0000000,1,Lightning,2003-08-04 00:00:00.0000000,216.0,17:00:00.0000000,1.0,B,36.91805556,-118.0025,5,USFS,CA,,,
155755,-118.95916667,37.80527778,155756,157296,FS-384949,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,16,,,AQUEDUCT,,,,,,2003,2003-09-01 17:00:00.0000000,245,14:12:00.0000000,1,Lightning,2003-09-02 00:00:00.0000000,245.0,16:57:00.0000000,0.1,A,37.80527778,-118.95916667,5,USFS,CA,,,
155756,-118.72527778,37.8211111100001,155757,157297,FS-384950,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,15,,,BRANDELL,,,,,,2003,2003-08-30 17:00:00.0000000,243,11:53:00.0000000,1,Lightning,2003-08-31 00:00:00.0000000,243.0,15:00:00.0000000,0.1,A,37.82111111,-118.72527778,5,USFS,CA,,,
155757,-118.93222222,37.66472222,155758,157298,FS-384951,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,20,,5555,BEAR,,,,,,2003,2003-07-21 17:00:00.0000000,203,17:30:00.0000000,1,Lightning,2003-07-22 00:00:00.0000000,203.0,19:00:00.0000000,0.1,A,37.66472222,-118.93222222,5,USFS,CA,,,
155758,-118.925,37.64083333,155759,157299,FS-384952,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,21,,5555,203,,,,,,2003,2003-07-21 17:00:00.0000000,203,17:20:00.0000000,1,Lightning,2003-07-22 00:00:00.0000000,203.0,18:20:00.0000000,0.1,A,37.64083333,-118.925,5,USFS,CA,,,
155759,-118.92222222,37.61833333,155760,157300,FS-384953,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,22,,5555,CREEK,,,,,,2003,2003-07-21 17:00:00.0000000,203,17:30:00.0000000,1,Lightning,2003-07-22 00:00:00.0000000,203.0,20:00:00.0000000,0.1,A,37.61833333,-118.92222222,5,USFS,CA,,,
155760,-118.87722222,37.66166667,155761,157301,FS-384954,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,23,,5555,RIDGE II,,,,,,2003,2003-07-21 17:00:00.0000000,203,18:05:00.0000000,1,Lightning,2003-07-22 00:00:00.0000000,203.0,22:20:00.0000000,0.1,A,37.66166667,-118.87722222,5,USFS,CA,,,
155761,-119.07055556,37.60111111,155762,157302,FS-384955,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,24,,5555,FALLS,,,,,,2003,2003-07-21 17:00:00.0000000,203,18:30:00.0000000,1,Lightning,2003-07-23 00:00:00.0000000,204.0,17:40:00.0000000,0.3,B,37.60111111,-119.07055556,5,USFS,CA,,,
155762,-119.09027778,37.57583333,155763,157303,FS-384956,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,25,,5555,THUMB,,,,,,2003,2003-07-22 17:00:00.0000000,204,11:00:00.0000000,1,Lightning,2003-07-23 00:00:00.0000000,204.0,15:00:00.0000000,0.1,A,37.57583333,-119.09027778,5,USFS,CA,,,
155763,-119.08055556,37.5972222199999,155764,157304,FS-384957,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,30,,5555,SAN,,,,,,2003,2003-07-24 17:00:00.0000000,206,16:30:00.0000000,1,Lightning,2003-07-26 00:00:00.0000000,207.0,13:30:00.0000000,0.1,A,37.59722222,-119.08055556,5,USFS,CA,,,
155764,-118.65416667,37.68833333,155765,157305,FS-384958,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,26,,5555,WATTERSON,,,,,,2003,2003-07-23 17:00:00.0000000,205,14:47:00.0000000,1,Lightning,2003-07-24 00:00:00.0000000,205.0,16:15:00.0000000,0.1,A,37.68833333,-118.65416667,5,USFS,CA,,,
155765,-118.41694444,37.1125000000001,155766,157306,FS-384959,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,33,,1407,KID,,,,,,2003,2003-07-26 17:00:00.0000000,208,14:12:00.0000000,1,Lightning,2003-07-27 00:00:00.0000000,208.0,17:54:00.0000000,0.1,A,37.1125,-118.41694444,5,USFS,CA,,,
155766,-119.21055556,37.94777778,155767,157307,FS-384960,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,34,,,CLIFF,,,,,,2003,2003-07-26 17:00:00.0000000,208,16:05:00.0000000,1,Lightning,2003-07-27 00:00:00.0000000,208.0,20:00:00.0000000,0.1,A,37.94777778,-119.21055556,5,USFS,CA,,,
155767,-118.26388889,37.52944444,155768,157308,FS-384961,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,38,,5555,PIUTE 2,,,,,,2003,2003-07-27 17:00:00.0000000,209,13:53:00.0000000,1,Lightning,2003-07-28 00:00:00.0000000,209.0,17:32:00.0000000,0.1,A,37.52944444,-118.26388889,5,USFS,CA,,,
155768,-118.68027778,37.78555556,155769,157309,FS-384962,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,7,,,GLASS,,,,,,2003,2003-07-24 17:00:00.0000000,206,14:00:00.0000000,1,Lightning,2003-07-25 00:00:00.0000000,206.0,16:30:00.0000000,0.1,A,37.78555556,-118.68027778,5,USFS,CA,,,
155769,-118.55333333,37.85972222,155770,157310,FS-384963,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,8,,,RIDGE FIRE,,,,,,2003,2003-06-14 17:00:00.0000000,166,11:48:00.0000000,1,Lightning,2003-06-15 00:00:00.0000000,166.0,12:45:00.0000000,0.5,B,37.85972222,-118.55333333,5,USFS,CA,,,
155770,-118.18583333,37.5019444400001,155771,157312,FS-384965,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,44,,1412,TREMON,,,,,,2003,2003-08-11 17:00:00.0000000,224,07:15:00.0000000,2,Equipment Use,2003-08-12 00:00:00.0000000,224.0,09:15:00.0000000,0.1,A,37.50194444,-118.18583333,5,USFS,CA,,,
155771,-118.97027778,37.8538888900001,155772,157313,FS-384966,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,11,,,MOON,,,,,,2003,2003-08-15 17:00:00.0000000,228,12:30:00.0000000,1,Lightning,2003-08-16 00:00:00.0000000,228.0,13:30:00.0000000,0.1,A,37.85388889,-118.97027778,5,USFS,CA,,,
155772,-119.00388889,37.86722222,155773,157314,FS-384967,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,12,,,PUMICE II,,,,,,2003,2003-08-15 17:00:00.0000000,228,12:45:00.0000000,1,Lightning,2003-08-16 00:00:00.0000000,228.0,17:00:00.0000000,1.0,B,37.86722222,-119.00388889,5,USFS,CA,,,
155773,-119.11666667,37.8191666700001,155774,157315,FS-384968,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,13,,,FIRECRACKER,,,,,,2003,2003-07-03 17:00:00.0000000,185,23:16:00.0000000,9,Miscellaneous,2003-07-04 00:00:00.0000000,185.0,23:25:00.0000000,0.1,A,37.81916667,-119.11666667,5,USFS,CA,,,
155774,-118.93527778,37.65583333,155775,157316,FS-384969,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,53,,1415,SHADY,,,,,,2003,2003-08-29 17:00:00.0000000,242,16:45:00.0000000,9,Miscellaneous,2003-08-30 00:00:00.0000000,242.0,19:52:00.0000000,0.2,A,37.65583333,-118.93527778,5,USFS,CA,,,
155775,-118.13972222,36.3836111100001,155776,157317,FS-384970,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,55,,,ASH,,,,,,2003,2003-09-02 17:00:00.0000000,246,18:00:00.0000000,1,Lightning,2003-09-15 00:00:00.0000000,258.0,14:00:00.0000000,1.0,B,36.38361111,-118.13972222,5,USFS,CA,,,
155776,-118.11916667,36.42555556,155777,157318,FS-384971,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,56,,,DIAZ,,,,,,2003,2003-09-02 17:00:00.0000000,246,18:00:00.0000000,1,Lightning,2003-09-15 00:00:00.0000000,258.0,14:00:00.0000000,1.0,B,36.42555556,-118.11916667,5,USFS,CA,,,
155777,-118.16444444,36.31027778,155778,157319,FS-384972,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,58,,,BELL,,,,,,2003,2003-09-02 17:00:00.0000000,246,18:00:00.0000000,1,Lightning,2003-09-15 00:00:00.0000000,258.0,14:00:00.0000000,1.0,B,36.31027778,-118.16444444,5,USFS,CA,,,
155778,-118.99972222,37.61555556,155779,157320,FS-384973,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,54,,5555,SHERWOOD,,,,,,2003,2003-08-30 17:00:00.0000000,243,09:08:00.0000000,1,Lightning,2003-09-01 00:00:00.0000000,244.0,10:00:00.0000000,0.1,A,37.61555556,-118.99972222,5,USFS,CA,,,
155779,-118.09527778,36.0649999999999,155780,157321,FS-384974,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,4,,,CRAG,,,,,,2003,2003-06-07 17:00:00.0000000,159,15:00:00.0000000,1,Lightning,2003-06-09 00:00:00.0000000,160.0,17:28:00.0000000,0.1,A,36.065,-118.09527778,5,USFS,CA,,,
155780,-118.06972222,36.09833333,155781,157322,FS-384975,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,48,,,HAIWEE,,,,,,2003,2003-08-22 17:00:00.0000000,235,14:00:00.0000000,1,Lightning,2003-08-25 00:00:00.0000000,237.0,16:26:00.0000000,2.2,B,36.09833333,-118.06972222,5,USFS,CA,,,
155781,-118.23777778,36.2025000000001,155782,157323,FS-384976,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,50,,,MONACHE,,,,,,2003,2003-08-22 17:00:00.0000000,235,13:30:00.0000000,1,Lightning,2003-08-24 00:00:00.0000000,236.0,18:00:00.0000000,0.1,A,36.2025,-118.23777778,5,USFS,CA,,,
155782,-118.35833333,36.31888889,155783,157324,FS-384977,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,18,,,OVERLOOK,,,,,,2003,2003-07-18 17:00:00.0000000,200,11:00:00.0000000,1,Lightning,2003-07-23 00:00:00.0000000,204.0,17:00:00.0000000,0.2,A,36.31888889,-118.35833333,5,USFS,CA,,,
155783,-118.15222222,37.08388889,155784,157325,FS-384978,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,51,,,FLAT,,,,,,2003,2003-08-25 17:00:00.0000000,238,10:30:00.0000000,1,Lightning,2003-08-26 00:00:00.0000000,238.0,16:45:00.0000000,0.1,A,37.08388889,-118.15222222,5,USFS,CA,,,
155784,-119.06361111,37.78333333,155785,157326,FS-384979,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,19,,,OH! FIRE,,,,,,2003,2003-07-29 17:00:00.0000000,211,05:30:00.0000000,1,Lightning,2003-07-31 00:00:00.0000000,212.0,12:00:00.0000000,0.1,A,37.78333333,-119.06361111,5,USFS,CA,,,
155785,-118.25527778,36.8191666700001,155786,157327,FS-384980,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,47,,,OAK CREEK,,,,,,2003,2003-08-21 17:00:00.0000000,234,08:00:00.0000000,1,Lightning,2003-08-22 00:00:00.0000000,234.0,11:00:00.0000000,0.1,A,36.81916667,-118.25527778,5,USFS,CA,,,
155786,-118.84444444,37.69916667,155787,157328,FS-384981,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,14,,1403,REDGREY,,,,,,2003,2003-07-05 17:00:00.0000000,187,16:50:00.0000000,4,Campfire,2003-07-06 00:00:00.0000000,187.0,17:10:00.0000000,0.1,A,37.69916667,-118.84444444,5,USFS,CA,,,
155787,-119.15222222,37.91888889,155788,157329,FS-384982,FED,FS-FIRESTAT,FS,USCAINF,Inyo National Forest,504,Inyo National Forest,17,,,MORAINE,,,,,,2003,2003-07-11 17:00:00.0000000,193,15:00:00.0000000,9,Miscellaneous,2003-07-12 00:00:00.0000000,193.0,15:45:00.0000000,0.1,A,37.91888889,-119.15222222,5,USFS,CA,,,
